Response code	200P1	The cardholder has exceeded their daily spending limit.
Response code	200P9	The transaction amount exceeds the allowed limit , a lower amount should be used.
Response code	200S4	The permanent transaction log file is full.
Response code	200T2	The transaction date included in the request is invalid.
Response code	200T3	This card type is not supported for this transaction type.
Response code	200T5	The cardholder authorisation file status indicates the card is not active.
Response code	30016	The issuer does not permit online gambling payouts to this card.
Response code	30017	The issuer does not permit original credit transactions (OCT) to this card.
Response code	30018	The issuer does not permit money transfer payouts to this card.
Response code	30019	The issuer does not permit non-money transfer payouts to this card.
Response code	30020	The transaction amount is invalid , the merchant should review and correct the amount.
Response code	30021	The cardholder has reached their total amount limit.
Response code	30022	The cardholder has reached their total transaction count limit.
Response code	30035	The acquirer should be contacted and the card should be retained.
Response code	30036	The card is restricted and should be retained.
Response code	30037	Acquirer security should be called and the card retained.
Response code	30038	The PIN retry limit was exceeded , the card should be retained.
Response code	30044	The transaction was rejected under the AMLD5 directive , it involved an anonymous prepaid card for an amount over 50 EUR.
Response code	30045	The fund transfer type is not permitted in this merchant's configuration.
Response code	30401	The capture amount exceeds the permitted overcapture limit.
Response code	30402	Overcapture is not permitted when a partial capture has been requested.
Response code	30403	Overcapture is not permitted when partial authorisation was requested.
Response code	30404	The sub-merchant ID is required for this transaction but was not included in the request.
Response code	30405	The billing descriptor contains unsupported special characters.
Response code	41206	The transaction was declined because the email domain is on a client-level decline list.
Response code	42101	The transaction was declined due to an entity-level risk rule.
Response code	42201	The transaction was declined because the card number is on an entity-level decline list.
Response code	42202	The transaction was declined because the BIN is on an entity-level decline list.
Response code	42203	The transaction was declined because the email address is on an entity-level decline list.
Response code	42204	The transaction was declined because the phone number is on an entity-level decline list.
Response code	42205	The transaction was declined because the payment IP is on an entity-level decline list.
Response code	42206	The transaction was declined because the email domain is on an entity-level decline list.
Response code	42301	The transaction was declined because it has a high risk score at entity level.
